ID Cliente,Churn,gênero,idoso,Parceiro,Dependentes,Meses contrato,Serviço telefone,Linhas multiplas,Serviço Internet,Segurança Online,Backup Online,Dispositivo_Proteção,Suporte Técnico,Tv Streaming,Filmes Streaming,Contrato,Conta Papel,Método pagamento,Cobrança Mensal,Cobrança Total,Cobrança diária
3654-ARMGP,Não,Mulher,Não,Não,Não,61,Sim,Sim,DSL,Não,Sim,Sim,Sim,Sim,Sim,Dois anos,Não,Cartão de Crédito,88.65,5321.25,2.955
3655-SNQYZ,Não,Mulher,Não,Sim,Sim,69,Sim,Sim,Fibra óptica,Sim,Sim,Sim,Sim,Sim,Sim,Dois anos,Não,Cartão de Crédito,113.25,7895.15,3.775
3656-TKRVZ,Sim,Mulher,Não,Não,Não,3,Sim,Não,DSL,Sim,Sim,Não,Não,Não,Não,Mês a mês,Não,Eletrônico,55.35,165.2,1.845
3657-COGMW,Não,Mulher,Sim,Não,Não,52,Sim,Sim,Fibra óptica,Sim,Sim,Sim,Não,Sim,Sim,Mês a mês,Não,Cartão de Crédito,108.1,5839.3,3.603333333333333
3658-KIBGF,Sim,Mulher,Não,Não,Não,1,Sim,Não,DSL,Sim,Sim,Não,Não,Não,Não,Mês a mês,Sim,Eletrônico,54.9,54.9,1.8299999999999998
3658-QQJYD,Não,Homem,Não,Não,Não,62,Sim,Não,DSL,Sim,Sim,Não,Não,Sim,Sim,Um ano,Sim,Cartão de Crédito,74.3,4698.05,2.4766666666666666
3662-FXJFO,Não,Mulher,Não,Não,Não,54,Sim,Não,Não,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Dois anos,Sim,Correspondência,20.5,1035.7,0.6833333333333333
3663-MITLP,Sim,Mulher,Não,Não,Não,15,Sim,Não,Fibra óptica,Não,Sim,Sim,Não,Sim,Sim,Mês a mês,Sim,Eletrônico,101.25,1457.25,3.375
3665-JATSN,Não,Mulher,Não,Não,Não,19,Não,Sem serviço,DSL,Não,Sim,Não,Não,Não,Sim,Mês a mês,Sim,Eletrônico,39.7,710.05,1.3233333333333335
3668-QPYBK,Sim,Homem,Não,Não,Não,2,Sim,Não,DSL,Sim,Sim,Não,Não,Não,Não,Mês a mês,Sim,Correspondência,53.85,108.15,1.7950000000000002
3669-LVWZB,Sim,Homem,Não,Não,Não,5,Não,Sem serviço,DSL,Não,Sim,Não,Não,Sim,Sim,Mês a mês,Sim,Correspondência,51.0,305.95,1.7
3669-OYSJI,Sim,Homem,Não,Não,Não,1,Sim,Não,DSL,Não,Não,Não,Não,Não,Não,Mês a mês,Não,Cartão de Crédito,46.2,46.2,1.54
3669-WHAFY,Não,Mulher,Não,Sim,Não,71,Sim,Sim,Fibra óptica,Sim,Sim,Sim,Sim,Sim,Sim,Dois anos,Sim,Cartão de Crédito,115.15,8078.1,3.8383333333333334
3671-SHRSP,Sim,Homem,Não,Sim,Não,4,Sim,Não,Fibra óptica,Não,Não,Sim,Sim,Não,Não,Mês a mês,Sim,Correspondência,80.6,319.15,2.6866666666666665
3672-YITQD,Sim,Homem,Sim,Sim,Não,36,Sim,Sim,Fibra óptica,Não,Não,Não,Não,Não,Sim,Mês a mês,Sim,Eletrônico,84.1,3021.6,2.8033333333333332
3675-EQOZA,Não,Homem,Não,Não,Não,5,Sim,Não,Não,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Mês a mês,Não,Transferência Bancária,20.65,93.55,0.6883333333333332
3675-YDUPJ,Não,Homem,Não,Não,Não,10,Sim,Não,Não,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Mês a mês,Sim,Correspondência,19.85,193.05,0.6616666666666667
3677-IYRBF,Sim,Mulher,Sim,Não,Não,2,Não,Sem serviço,DSL,Não,Não,Sim,Não,Não,Não,Mês a mês,Sim,Eletrônico,30.4,78.65,1.0133333333333332
3677-TNKIO,Sim,Mulher,Não,Não,Não,14,Sim,Não,Fibra óptica,Não,Não,Não,Não,Não,Não,Mês a mês,Sim,Cartão de Crédito,71.0,914.0,2.3666666666666667
3678-MNGZX,Não,Homem,Não,Sim,Sim,68,Sim,Não,Não,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Dois anos,Não,Transferência Bancária,19.95,1377.7,0.6649999999999999
3679-XASPY,Não,Mulher,Não,Sim,Sim,1,Sim,Não,Não,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Mês a mês,Não,Eletrônico,19.45,19.45,0.6483333333333333
3680-CTHUH,Não,Homem,Não,Não,Não,60,Sim,Sim,Fibra óptica,Sim,Sim,Sim,Sim,Sim,Sim,Um ano,Sim,Cartão de Crédito,116.6,7049.5,3.8866666666666663
3682-YEUWS,Não,Homem,Não,Sim,Sim,10,Sim,Sim,Não,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Mês a mês,Sim,Correspondência,24.4,253.9,0.8133333333333332
3683-QKIUE,Sim,Mulher,Não,Não,Não,6,Sim,Não,DSL,Não,Não,Não,Sim,Não,Não,Mês a mês,Sim,Transferência Bancária,50.8,288.05,1.6933333333333331
3685-YLCMQ,Sim,Homem,Não,Não,Não,58,Sim,Sim,Fibra óptica,Não,Não,Sim,Sim,Sim,Sim,Um ano,Sim,Eletrônico,104.65,6219.6,3.4883333333333337
3688-FTHLT,Não,Mulher,Não,Não,Não,16,Sim,Sim,DSL,Não,Não,Não,Não,Não,Sim,Mês a mês,Sim,Transferência Bancária,63.05,1067.05,2.1016666666666666
3689-MOZGR,Não,Mulher,Não,Não,Não,29,Não,Sem serviço,DSL,Não,Não,Não,Sim,Não,Não,Mês a mês,Sim,Eletrônico,31.2,926.2,1.04
3692-JHONH,Não,Mulher,Sim,Sim,Não,52,Sim,Sim,Fibra óptica,Não,Sim,Sim,Não,Sim,Sim,Um ano,Sim,Eletrônico,106.5,5621.85,3.55
3694-DELSO,Não,Homem,Não,Sim,Sim,4,Não,Sem serviço,DSL,Sim,Não,Não,Não,Sim,Não,Mês a mês,Não,Cartão de Crédito,38.55,156.1,1.285
3694-GLTJM,Não,Mulher,Não,Não,Não,5,Sim,Não,Não,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Mês a mês,Sim,Cartão de Crédito,19.65,92.05,0.6549999999999999
3696-DFHHB,Não,Mulher,Não,Não,Não,68,Sim,Sim,Não,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Dois anos,Não,Transferência Bancária,25.5,1821.8,0.85
3696-XRIEN,Não,Mulher,Não,Não,Não,50,Sim,Sim,DSL,Sim,Não,Sim,Sim,Sim,Sim,Um ano,Sim,Cartão de Crédito,82.5,4179.1,2.75
3701-SFMUH,Não,Homem,Não,Sim,Sim,7,Sim,Não,DSL,Sim,Não,Não,Não,Sim,Sim,Mês a mês,Não,Cartão de Crédito,69.7,516.15,2.3233333333333333
3703-KBKZP,Não,Homem,Sim,Não,Não,16,Sim,Sim,Fibra óptica,Não,Não,Não,Não,Não,Não,Mês a mês,Sim,Transferência Bancária,74.45,1261.35,2.481666666666667
3703-TTEPD,Não,Homem,Não,Não,Não,21,Sim,Não,DSL,Sim,Não,Sim,Não,Sim,Não,Mês a mês,Não,Transferência Bancária,65.35,1424.4,2.1783333333333332
3703-VAVCL,Sim,Homem,Não,Sim,Sim,2,Sim,Não,Fibra óptica,Não,Não,Sim,Sim,Não,Sim,Mês a mês,Não,Cartão de Crédito,90.0,190.05,3.0
3704-IEAXF,Não,Mulher,Não,Sim,Sim,72,Não,Sem serviço,DSL,Não,Sim,Não,Sim,Sim,Sim,Dois anos,Não,Cartão de Crédito,53.65,3784.0,1.7883333333333333
3705-PSNGL,Sim,Homem,Não,Não,Não,45,Sim,Não,Não,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Um ano,Sim,Eletrônico,20.4,930.45,0.6799999999999999
3705-RHRFR,Não,Mulher,Não,Sim,Não,69,Sim,Sim,Fibra óptica,Sim,Não,Não,Não,Sim,Sim,Dois anos,Não,Transferência Bancária,99.15,6875.35,3.305
3707-GNWHM,Sim,Homem,Não,Não,Não,1,Sim,Sim,Fibra óptica,Não,Não,Não,Não,Não,Não,Mês a mês,Sim,Correspondência,74.25,74.25,2.475
3707-LRWZD,Sim,Mulher,Não,Não,Não,32,Sim,Sim,Fibra óptica,Não,Não,Não,Não,Sim,Não,Um ano,Não,Eletrônico,84.05,2781.85,2.8016666666666667
3709-OIJEA,Não,Homem,Não,Não,Não,26,Sim,Não,Fibra óptica,Não,Sim,Sim,Sim,Não,Não,Um ano,Sim,Eletrônico,85.2,2184.6,2.8400000000000003
3712-PKXZA,Não,Homem,Não,Sim,Não,61,Sim,Não,Não,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Um ano,Sim,Cartão de Crédito,20.55,1252.0,0.685
3714-JTVOV,Sim,Mulher,Sim,Sim,Não,42,Sim,Não,Fibra óptica,Sim,Não,Não,Não,Não,Não,Mês a mês,Sim,Cartão de Crédito,74.15,3229.4,2.4716666666666667
3714-NTNFO,Não,Mulher,Não,Não,Não,49,Sim,Sim,Fibra óptica,Não,Não,Não,Não,Não,Sim,Mês a mês,Sim,Eletrônico,84.5,3906.7,2.816666666666667
3714-XPXBW,Não,Mulher,Não,Não,Não,37,Sim,Sim,DSL,Sim,Sim,Sim,Sim,Sim,Não,Mês a mês,Sim,Cartão de Crédito,78.9,2976.95,2.6300000000000003
3716-BDVDB,Sim,Homem,Não,Não,Não,1,Sim,Não,Fibra óptica,Não,Não,Não,Não,Não,Não,Mês a mês,Sim,Eletrônico,69.1,69.1,2.3033333333333332
3716-LRGXK,Não,Homem,Não,Sim,Não,60,Sim,Sim,Fibra óptica,Não,Não,Sim,Não,Sim,Sim,Dois anos,Não,Cartão de Crédito,101.15,6067.4,3.371666666666667
3716-UVSPD,Não,Homem,Não,Não,Não,1,Sim,Não,DSL,Não,Não,Não,Sim,Não,Não,Mês a mês,Sim,Eletrônico,49.3,49.3,1.6433333333333333
3717-FDJFU,Não,Homem,Não,Não,Sim,5,Sim,Não,Não,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Dois anos,Não,Correspondência,20.45,106.9,0.6816666666666666
3717-LNXKW,Não,Homem,Não,Sim,Não,38,Sim,Sim,Fibra óptica,Sim,Não,Não,Não,Sim,Não,Mês a mês,Não,Transferência Bancária,91.7,3479.05,3.0566666666666666
3717-OEAUQ,Não,Homem,Não,Não,Não,2,Sim,Não,Fibra óptica,Não,Não,Não,Não,Não,Não,Mês a mês,Não,Correspondência,70.7,129.2,2.356666666666667
3717-OFRTN,Não,Homem,Não,Não,Não,1,Sim,Não,Não,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Mês a mês,Não,Transferência Bancária,19.75,19.75,0.6583333333333333
3719-TDVQB,Não,Mulher,Sim,Sim,Não,54,Sim,Não,Não,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Dois anos,Sim,Correspondência,18.95,1031.1,0.6316666666666666
3720-DBRWL,Não,Homem,Não,Sim,Não,51,Sim,Não,DSL,Sim,Sim,Sim,Sim,Sim,Sim,Dois anos,Sim,Cartão de Crédito,83.85,4307.1,2.795
3721-CNEYS,Sim,Mulher,Não,Não,Não,2,Sim,Não,Fibra óptica,Não,Não,Não,Não,Não,Não,Mês a mês,Sim,Eletrônico,70.95,137.95,2.365
3721-CNZHX,Não,Homem,Não,Não,Não,15,Sim,Não,Não,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Um ano,Não,Correspondência,19.8,304.6,0.66
3721-WKIIL,Não,Mulher,Não,Não,Não,27,Sim,Não,Não,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Dois anos,Sim,Correspondência,19.6,561.15,0.6533333333333334
3722-WPXTK,Sim,Homem,Não,Não,Não,1,Sim,Não,Fibra óptica,Não,Não,Não,Não,Sim,Sim,Mês a mês,Sim,Eletrônico,88.35,88.35,2.945
3723-BFBGR,Não,Homem,Sim,Não,Não,24,Sim,Sim,DSL,Não,Sim,Não,Não,Não,Não,Mês a mês,Não,Cartão de Crédito,54.8,1291.3,1.8266666666666667
3724-BSCVH,Não,Homem,Não,Sim,Sim,10,Sim,Não,Não,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Um ano,Não,Correspondência,20.45,242.4,0.6816666666666666
3724-UCSHY,Não,Homem,Não,Sim,Sim,6,Sim,Não,Não,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Mês a mês,Não,Correspondência,19.55,122.9,0.6516666666666667
3726-TBHQT,Não,Homem,Não,Sim,Sim,71,Sim,Sim,Fibra óptica,Sim,Sim,Sim,Sim,Sim,Sim,Dois anos,Sim,Transferência Bancária,114.0,8175.9,3.8
3727-JEZTU,Não,Mulher,Não,Não,Não,1,Sim,Não,Não,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Mês a mês,Não,Correspondência,20.4,20.4,0.6799999999999999
3727-OVPRY,Não,Homem,Não,Sim,Sim,66,Sim,Sim,Não,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Um ano,Sim,Cartão de Crédito,25.7,1714.55,0.8566666666666667
3727-OWVYD,Não,Homem,Não,Não,Não,35,Sim,Não,DSL,Sim,Sim,Sim,Não,Não,Não,Um ano,Não,Correspondência,61.2,2021.2,2.04
3727-RJMEO,Sim,Homem,Não,Sim,Não,6,Sim,Sim,Fibra óptica,Não,Não,Não,Não,Sim,Não,Mês a mês,Sim,Eletrônico,82.85,460.25,2.7616666666666663
3729-OWRVL,Não,Homem,Sim,Não,Não,65,Sim,Sim,Fibra óptica,Sim,Não,Sim,Sim,Sim,Sim,Dois anos,Sim,Eletrônico,110.35,7246.15,3.6783333333333332
3733-LSYCE,Não,Mulher,Não,Sim,Não,15,Sim,Não,Fibra óptica,Não,Sim,Não,Não,Não,Não,Mês a mês,Não,Transferência Bancária,75.35,1114.55,2.5116666666666663
3733-UOCWF,Não,Homem,Sim,Sim,Não,61,Sim,Sim,Fibra óptica,Não,Sim,Não,Sim,Não,Não,Um ano,Sim,Transferência Bancária,85.55,5251.75,2.8516666666666666
3733-ZEECP,Não,Homem,Não,Sim,Sim,22,Sim,Não,DSL,Não,Não,Não,Sim,Não,Não,Mês a mês,Sim,Eletrônico,51.1,1232.9,1.7033333333333334
3736-BLEPA,Não,Homem,Não,Não,Não,28,Sim,Não,Fibra óptica,Não,Sim,Não,Sim,Sim,Não,Um ano,Sim,Transferência Bancária,91.25,2483.65,3.0416666666666665
3737-GCSPV,Sim,Mulher,Não,Sim,Não,11,Sim,Sim,Fibra óptica,Sim,Não,Não,Sim,Sim,Não,Mês a mês,Sim,Cartão de Crédito,96.2,1222.05,3.2066666666666666
3737-XBQDD,Não,Homem,Não,Não,Não,24,Sim,Sim,Fibra óptica,Não,Sim,Sim,Não,Não,Não,Mês a mês,Sim,Transferência Bancária,84.85,2048.8,2.828333333333333
3739-YBWAB,Não,Homem,Não,Sim,Não,36,Não,Sem serviço,DSL,Sim,Não,Sim,Não,Não,Não,Um ano,Não,Correspondência,35.35,1317.95,1.1783333333333335
3740-RLMVT,Não,Homem,Sim,Sim,Não,67,Sim,Não,DSL,Sim,Sim,Não,Sim,Não,Não,Um ano,Sim,Transferência Bancária,60.95,4119.4,2.0316666666666667
3744-ZBHON,Não,Mulher,Não,Não,Não,3,Sim,Não,Não,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Mês a mês,Não,Eletrônico,20.2,65.95,0.6733333333333333
3744-ZRRDZ,Sim,Homem,Não,Não,Não,21,Sim,Sim,Fibra óptica,Não,Sim,Não,Não,Não,Não,Mês a mês,Sim,Eletrônico,82.35,1852.85,2.7449999999999997
3745-HRPHI,Não,Homem,Não,Sim,Sim,66,Não,Sem serviço,DSL,Não,Não,Sim,Sim,Sim,Sim,Dois anos,Não,Transferência Bancária,54.65,3632.0,1.8216666666666665
3746-EUBYR,Sim,Homem,Não,Sim,Não,1,Sim,Sim,Fibra óptica,Não,Não,Não,Não,Não,Não,Mês a mês,Sim,Transferência Bancária,74.6,74.6,2.4866666666666664
3748-FVMZZ,Não,Homem,Não,Não,Não,4,Não,Sem serviço,DSL,Não,Não,Não,Sim,Não,Sim,Mês a mês,Sim,Eletrônico,40.05,162.45,1.335
3750-CKVKH,Sim,Homem,Não,Não,Não,2,Sim,Não,Fibra óptica,Não,Não,Não,Não,Não,Não,Mês a mês,Sim,Eletrônico,67.75,116.65,2.2583333333333333
3750-RNQKR,Não,Mulher,Não,Não,Não,12,Sim,Não,Não,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Mês a mês,Não,Correspondência,19.45,246.25,0.6483333333333333
3750-YHRYO,Não,Homem,Não,Sim,Sim,7,Sim,Não,Não,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Um ano,Não,Correspondência,20.65,150.0,0.6883333333333332
3751-KTZEL,Sim,Mulher,Não,Não,Não,1,Não,Sem serviço,DSL,Não,Não,Não,Não,Não,Sim,Mês a mês,Não,Correspondência,35.05,35.05,1.1683333333333332
3752-CQSJI,Não,Mulher,Não,Sim,Sim,13,Sim,Não,Não,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Mês a mês,Sim,Correspondência,20.45,254.5,0.6816666666666666
3753-TSEMP,Sim,Mulher,Não,Sim,Não,15,Sim,Não,Fibra óptica,Não,Não,Não,Não,Sim,Sim,Mês a mês,Não,Eletrônico,88.15,1390.6,2.9383333333333335
3754-DXMRT,Sim,Homem,Sim,Não,Não,2,Sim,Não,DSL,Não,Não,Não,Não,Não,Não,Mês a mês,Sim,Eletrônico,44.15,92.65,1.4716666666666667
3755-JBMNH,Sim,Homem,Sim,Sim,Não,16,Sim,Não,Fibra óptica,Não,Não,Não,Não,Não,Não,Mês a mês,Sim,Transferência Bancária,71.8,1167.8,2.393333333333333
3756-VNWDH,Não,Homem,Sim,Sim,Não,65,Sim,Sim,Fibra óptica,Sim,Não,Não,Não,Sim,Sim,Um ano,Sim,Eletrônico,100.75,6674.65,3.3583333333333334
3757-NJYBX,Sim,Homem,Sim,Sim,Não,32,Sim,Sim,Fibra óptica,Não,Sim,Sim,Não,Sim,Sim,Mês a mês,Não,Transferência Bancária,106.35,3520.75,3.545
3758-CKOQL,Não,Mulher,Não,Sim,Não,59,Sim,Sim,Fibra óptica,Sim,Sim,Sim,Sim,Não,Sim,Um ano,Sim,Cartão de Crédito,107.0,6152.3,3.566666666666667
3761-FLYZI,Não,Mulher,Sim,Sim,Não,65,Sim,Sim,Fibra óptica,Não,Sim,Sim,Não,Sim,Sim,Mês a mês,Sim,Transferência Bancária,108.8,7082.45,3.6266666666666665
3763-GCZHZ,Sim,Homem,Não,Sim,Não,66,Sim,Sim,Fibra óptica,Não,Sim,Não,Sim,Sim,Sim,Um ano,Sim,Eletrônico,104.05,6890.0,3.4683333333333333
3764-MNMOI,Não,Homem,Não,Não,Não,46,Sim,Não,Não,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Dois anos,Não,Cartão de Crédito,19.2,908.15,0.64
3765-JXVKY,Sim,Mulher,Não,Não,Não,1,Sim,Não,Fibra óptica,Não,Sim,Não,Não,Não,Não,Mês a mês,Sim,Eletrônico,74.7,74.7,2.49
3766-EJLFL,Não,Mulher,Não,Sim,Sim,68,Sim,Sim,Fibra óptica,Sim,Não,Sim,Sim,Sim,Sim,Dois anos,Sim,Transferência Bancária,109.05,7508.55,3.635
3768-NLUBH,Sim,Homem,Sim,Sim,Não,57,Sim,Sim,Fibra óptica,Não,Não,Sim,Não,Sim,Sim,Mês a mês,Não,Eletrônico,100.6,5746.15,3.353333333333333
3768-VHXQO,Não,Homem,Não,Sim,Não,67,Sim,Sim,Não,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Dois anos,Não,Cartão de Crédito,24.85,1583.5,0.8283333333333334
3769-MHZNV,Não,Mulher,Não,Sim,Sim,33,Sim,Não,Não,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Dois anos,Não,Correspondência,20.1,670.35,0.67
3771-PZOBW,Não,Homem,Não,Não,Não,20,Sim,Sim,Fibra óptica,Não,Não,Sim,Não,Sim,Não,Mês a mês,Sim,Cartão de Crédito,90.7,1781.35,3.0233333333333334
3774-VBNXY,Não,Mulher,Não,Sim,Sim,64,Sim,Não,Não,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Dois anos,Não,Correspondência,20.2,1277.75,0.6733333333333333
3776-EKTKM,Sim,Mulher,Sim,Não,Não,1,Não,Sem serviço,DSL,Não,Não,Não,Não,Sim,Não,Mês a mês,Sim,Eletrônico,36.45,36.45,1.215
3777-XROBG,Não,Mulher,Não,Sim,Sim,58,Sim,Não,Não,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Dois anos,Não,Cartão de Crédito,19.55,1079.65,0.6516666666666667
3778-FOAQW,Não,Mulher,Não,Sim,Não,24,Sim,Não,Não,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Um ano,Não,Correspondência,20.15,456.85,0.6716666666666666
3779-OSWCF,Não,Mulher,Não,Sim,Não,71,Sim,Sim,DSL,Sim,Sim,Sim,Sim,Sim,Sim,Dois anos,Não,Cartão de Crédito,93.2,6506.15,3.106666666666667
3780-DDGSE,Não,Homem,Sim,Sim,Sim,35,Sim,Não,DSL,Não,Sim,Não,Sim,Sim,Sim,Mês a mês,Sim,Eletrônico,76.05,2747.2,2.5349999999999997
3780-YVMFA,Não,Mulher,Não,Sim,Sim,8,Sim,Não,DSL,Não,Não,Não,Sim,Sim,Sim,Mês a mês,Sim,Eletrônico,68.55,564.35,2.2849999999999997
3785-KTYSH,Não,Homem,Não,Não,Não,53,Sim,Sim,Não,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Dois anos,Não,Correspondência,24.6,1279.0,0.8200000000000001
3785-NRHYR,Não,Homem,Não,Não,Não,1,Sim,Não,Não,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Mês a mês,Não,Correspondência,19.65,19.65,0.6549999999999999
3786-WOVKF,Não,Mulher,Sim,Sim,Não,72,Sim,Sim,Fibra óptica,Sim,Sim,Não,Não,Sim,Sim,Um ano,Sim,Transferência Bancária,106.85,7677.4,3.5616666666666665
3787-TRIAL,Não,Homem,Não,Sim,Sim,21,Não,Sem serviço,DSL,Não,Não,Não,Não,Não,Não,Mês a mês,Sim,Eletrônico,26.05,565.75,0.8683333333333334
3791-LGQCY,Sim,Mulher,Sim,Sim,Não,56,Sim,Sim,Fibra óptica,Não,Não,Sim,Não,Sim,Sim,Mês a mês,Sim,Transferência Bancária,100.65,5688.05,3.355
3793-MMFUH,Sim,Mulher,Sim,Não,Não,13,Sim,Sim,Fibra óptica,Não,Não,Não,Não,Sim,Sim,Mês a mês,Sim,Eletrônico,95.05,1290.0,3.1683333333333334
3794-NFNCH,Não,Homem,Não,Sim,Não,30,Sim,Não,DSL,Não,Não,Sim,Não,Não,Não,Mês a mês,Sim,Correspondência,50.0,1474.9,1.6666666666666667
3795-CAWEX,Não,Homem,Não,Sim,Sim,70,Sim,Sim,Fibra óptica,Sim,Sim,Sim,Sim,Sim,Sim,Dois anos,Sim,Cartão de Crédito,116.55,8152.3,3.885
3795-GWTRD,Não,Mulher,Não,Sim,Sim,63,Sim,Não,DSL,Sim,Sim,Sim,Sim,Sim,Não,Dois anos,Não,Cartão de Crédito,75.55,4707.85,2.518333333333333
3796-ENZGF,Não,Homem,Não,Sim,Não,63,Sim,Sim,DSL,Não,Sim,Não,Sim,Não,Sim,Dois anos,Não,Correspondência,67.25,4234.15,2.2416666666666667
3797-FKOGQ,Não,Homem,Não,Não,Sim,11,Sim,Sim,Fibra óptica,Não,Não,Não,Não,Não,Sim,Mês a mês,Não,Eletrônico,86.2,893.2,2.8733333333333335
3797-VTIDR,Sim,Homem,Não,Sim,Não,1,Não,Sem serviço,DSL,Não,Não,Não,Não,Não,Não,Mês a mês,Sim,Eletrônico,23.45,23.45,0.7816666666666666
3798-EPWRR,Não,Mulher,Sim,Não,Não,2,Sim,Não,DSL,Não,Não,Não,Não,Não,Não,Mês a mês,Não,Eletrônico,43.95,85.1,1.465
3799-ISUZQ,Sim,Homem,Não,Sim,Sim,7,Sim,Não,Fibra óptica,Não,Não,Não,Não,Não,Não,Mês a mês,Sim,Transferência Bancária,69.95,529.5,2.3316666666666666
3800-LYTRK,Não,Mulher,Não,Não,Não,14,Sim,Não,DSL,Sim,Não,Não,Sim,Não,Não,Um ano,Não,Correspondência,55.7,795.15,1.8566666666666667
3801-HMYNL,Sim,Homem,Não,Sim,Sim,1,Sim,Não,Fibra óptica,Não,Não,Não,Não,Sim,Sim,Mês a mês,Não,Correspondência,89.15,89.15,2.9716666666666667
3803-KMQFW,Sim,Mulher,Não,Sim,Sim,1,Sim,Não,Não,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Mês a mês,Não,Correspondência,20.55,20.55,0.685
3804-RVTGV,Sim,Homem,Não,Sim,Sim,50,Sim,Sim,Fibra óptica,Não,Sim,Sim,Não,Sim,Sim,Mês a mês,Sim,Transferência Bancária,103.85,5017.9,3.4616666666666664
3806-DXQOM,Sim,Mulher,Não,Não,Não,4,Não,Sem serviço,DSL,Sim,Sim,Não,Não,Não,Não,Mês a mês,Sim,Eletrônico,33.65,137.85,1.1216666666666666
3806-YAZOV,Não,Mulher,Não,Não,Não,3,Sim,Não,Não,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Mês a mês,Não,Correspondência,18.8,56.0,0.6266666666666667
3807-BPOMJ,Não,Mulher,Não,Sim,Não,55,Sim,Não,Fibra óptica,Sim,Não,Não,Não,Sim,Sim,Um ano,Sim,Eletrônico,94.75,5276.1,3.158333333333333
3807-XHCJH,Não,Mulher,Não,Sim,Sim,1,Sim,Não,Não,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Mês a mês,Não,Eletrônico,20.0,20.0,0.6666666666666666
3808-HFKDE,Não,Mulher,Não,Não,Não,20,Sim,Não,DSL,Não,Não,Não,Não,Não,Não,Mês a mês,Sim,Eletrônico,44.35,927.15,1.4783333333333333
3810-DVDQQ,Não,Mulher,Não,Sim,Sim,72,Sim,Sim,Fibra óptica,Sim,Sim,Sim,Sim,Sim,Sim,Dois anos,Sim,Transferência Bancária,117.6,8308.9,3.92
3810-PJUHR,Não,Homem,Não,Sim,Sim,70,Sim,Sim,Não,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Dois anos,Não,Correspondência,25.35,1715.15,0.8450000000000001
3811-VBYBZ,Sim,Homem,Não,Não,Não,7,Sim,Sim,Fibra óptica,Não,Sim,Não,Não,Sim,Sim,Mês a mês,Sim,Eletrônico,99.8,673.25,3.3266666666666667
3812-LRZIR,Não,Mulher,Não,Sim,Sim,27,Sim,Sim,Não,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Dois anos,Não,Eletrônico,24.5,761.95,0.8166666666666667
